Ontology,Axiom,LogicalAxiomCount,ClassCount,ObjectPropertyCount,DataPropertyCount,IndividualCount,DLExpressivity,DeclarationAxiomsCount,SubClassOf,EquivalentClasses,DisjointClasses,GCICount,HiddenGCICount,SubObjectPropertyOf,EquivalentObjectProperties,TransitiveObjectProperty,ReflexiveObjectProperty,ObjectPropertyDomain,ObjectPropertyRange,SubPropertyChainOf,SubDataPropertyOf,EquivalentDataProperties,FunctionalDataProperty,DataPropertyDomain,DataPropertyRange,ClassAssertion,ObjectPropertyAssertion,DataPropertyAssertion,NegativeObjectPropertyAssertion,NegativeDataPropertyAssertion,SameIndividual,DifferentIndividuals,AnnotationAssertion,AnnotationPropertyDomain,AnnotationPropertyRangeOf,ABoxAxiomCount,TBoxAxiomCount,RBoxAxiomCount
approximated_04e6da07-8e3d-4e83-905b-d19593febb07_envoedit.obo_RDFXML.owl,4196,2353,1830,14,0,0,ALER,1843,2349,0,0,20,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349,4
approximated_04ebd5c9-543e-449a-9eea-35a806e9dfbd_nch_shield.rdf_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_04f334ef-77bf-4983-af51-ed5315a9269b_Complexity.owl_RDFXML.owl,11421,6408,3536,253,0,1226,ALCRO,5013,4603,0,0,126,0,207,0,0,0,0,0,5,0,0,0,0,0,1303,20,0,0,0,177,93,0,0,0,1593,4603,212
approximated_05034fd7-8f63-4088-bf20-ce6b94ee8f3c_PaulFisher.rdf_RDFXML.owl,304,152,40,32,0,81,AL,152,52,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,52,0
approximated_0507d1c6-5536-41fd-b717-a51a3f5cbf4f_PD.owl_RDFXML.owl,3937,2446,810,183,0,499,ALCRO,1491,1541,0,0,149,0,114,0,0,0,0,0,13,0,0,0,0,0,516,237,0,0,0,0,25,0,0,0,778,1541,127
approximated_0512b2c1-665d-4a72-8f15-adcdd60ddfc7_Tiger_bread.rdf_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_05171728-a50a-4215-b79f-ac87d6573460_sion_valve.ttl_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_051e47bd-48b7-4916-96e3-ca208b2b81b5_CBO.owl_RDFXML.owl,539,262,241,36,0,0,ALR,277,239,0,0,0,0,8,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,23
approximated_052b7c55-4d02-4d5d-99f4-48676cb191e0_FYPO_RDFXML.owl,5823,4132,1672,19,0,0,ALER,1691,4123,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4123,9
approximated_053b07f4-6232-4ffd-ae04-c2c266d2e3d0_cmmi.owl_RDFXML.owl,972,659,310,4,0,0,ALE,313,659,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659,0
approximated_054c8aaa-0fad-40a7-a649-1eadc5900aaf_odProjects.owl_RDFXML.owl,2354,1511,472,360,0,12,ALCRO,843,1094,0,0,352,0,307,0,0,0,0,0,20,0,0,0,0,0,14,76,0,0,0,0,0,0,0,0,90,1094,327
approximated_054da44d-05a5-47df-96d5-c2a790336530_ely_Laddie.ttl_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_055b9253-c488-4464-8e7d-e70ae5b38984_Elbrus_2000.ttl_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_055f620d-9a09-4e52-b3af-b345fb04f61e_Supplements.owl_RDFXML.owl,546,353,84,110,0,0,ALER,193,237,0,0,108,0,109,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,116
approximated_056cf089-74bb-41c6-a442-f5ea2560f9d0_Mitre_box.rdf_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_056d71e7-0892-41a6-b455-612f81f80de9_Cast_iron.ttl_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_05700f04-add6-47c1-9ca9-6c6fe052ebb4_moland.owl_RDFXML.owl,1031,695,306,30,0,0,ALE,336,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695,0
approximated_05701c02-1bc6-439d-9f41-248078b8c4c6_Kashkaval.rdf_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_057f5914-0b6d-4aef-994f-8de774a1129b_ted_v0.7.1.owl_RDFXML.owl,217,104,71,43,0,0,ALR,113,93,0,0,30,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,11
approximated_0585df44-fb95-4fcd-80e7-9abd98c12588_nooneof.nocard_RDFXML.owl,869,623,75,11,0,161,ALCRO,246,206,0,0,14,0,4,0,0,0,0,0,1,0,0,0,0,0,161,246,0,0,0,0,5,0,0,0,412,206,5
approximated_05876075-0b04-4898-b38d-5a0f316afa74_SSONT.owl_RDFXML.owl,348,193,93,34,0,29,ALCRO,155,133,0,0,22,0,8,0,0,0,0,0,1,0,0,0,0,0,29,21,0,0,0,0,1,0,0,0,51,133,9
approximated_058c0fbb-074c-4b5f-97bb-a18cc30861bd_paldataont.owl_RDFXML.owl,302,149,42,112,0,0,ALE,153,149,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0
approximated_058cece0-8d18-43ff-94f7-42c44c9ac3e1_esg.owl_RDFXML.owl,8586,4439,92,81,0,3975,ALHO,4147,109,0,0,60,0,31,0,0,0,0,0,0,0,0,0,0,0,3975,192,0,0,0,132,0,0,0,0,4299,109,31
approximated_058f0beb-5a40-4168-8e58-c1fc8d19a76f_ilaAnatomy.owl_RDFXML.owl,17244,10913,6323,3,0,5,ALER,6331,10906,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,10906,2
approximated_05afe727-7c49-48c2-8c62-04dea9006fb4_onto.rdf_RDFXML.owl,263,141,67,56,0,0,ALR,122,129,0,0,50,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,12
approximated_05b08894-f669-48d0-9806-e52c567f77be_PaulFisher.rdf_RDFXML.owl,306,154,39,31,0,83,AL,152,51,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,103,51,0
approximated_05b09616-c5df-4621-8355-f4ee267536f5_Dustcap.ttl_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_05cef0ca-8f79-453a-90f8-6267336b6cca__phenotype.owl_RDFXML.owl,659,327,329,0,0,3,AL,332,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,324,0
approximated_05d2f474-d561-4748-a015-c580e4724e87_teChemical.owl_RDFXML.owl,10826,6222,3001,470,0,1135,ALCRO,4604,3898,0,0,132,0,399,0,0,0,0,0,8,0,0,0,0,0,1191,444,0,0,0,206,76,0,0,0,1917,3898,407
approximated_05d361d1-c8a5-4e56-a0c4-a64f679dab29_tance_edit.owl_RDFXML.owl,3174,1628,773,1,0,772,ALER,1546,855,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,772,0,0,0,0,0,0,0,0,0,772,855,1
approximated_05d8250b-35e1-4604-ac12-7a679b534f50_erminology.owl_RDFXML.owl,970,506,462,2,0,0,ALE,464,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,0
approximated_05eede8d-8713-442b-85e6-c96cd7d0bf67_ing_system.ttl_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_0600986c-64b3-4c51-8f04-048bab392811_plant_trait_RDFXML.owl,2625,1404,1212,1,0,8,ALE,1221,1396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,1396,0
approximated_0600a708-0fc7-4f91-a73d-b47bf0458457_Tent.ttl_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_0605ce0f-faf6-426a-b275-af15a9eccbba_cl.owl_RDFXML.owl,21945,16136,5787,23,0,0,ALER,5809,16123,0,0,41,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16123,13
approximated_060cbcb7-a117-4f88-98d5-000b63503952_mplegraph3.owl_RDFXML.owl,937,561,225,70,0,82,ALCRO,376,243,0,0,7,0,64,0,0,0,0,0,15,0,0,0,0,0,89,145,0,0,0,0,5,0,0,0,239,243,79
approximated_0616ee29-bce3-4c00-9c24-94d8f5d8cc02_Stollen.rdf_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_061ac8ca-5542-4610-ad64-0b21975d6fe4_enotype_xp.obo_RDFXML.owl,24032,15553,8456,23,0,0,ALE,8479,15553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15553,0
approximated_061b5e6f-6296-41e0-9629-3c0304cc985e_ange_juice.rdf_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_0622306d-b199-46cf-a6da-daded8927136_PaulFisher.rdf_RDFXML.owl,304,152,40,32,0,81,AL,152,52,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,52,0
approximated_0622b1e6-c1a2-4f47-93ff-0eff530d7d3c_Parameters.owl_RDFXML.owl,317,171,55,83,0,9,ALCHO,146,141,0,0,75,0,20,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,10,141,20
approximated_06262795-6134-4243-b6f9-9ec35645d49c_Seafood.ttl_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_062b3e9b-7e07-4438-9c14-5a223993271b_Washboard.rdf_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_062bbc2d-af8d-4715-b703-567e1970f793_Tilefish.ttl_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_063367f5-0887-4133-9d5a-ae2c9ac0e738_Derrick.rdf_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_063a31e2-d4ab-47f9-8317-61fc68bcd0eb_pe_measure.ttl_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_063e5edc-565f-4313-8f69-85466570b477_00660.owl_RDFXML.owl,25093,18336,6686,56,0,16,ALER,6757,18289,0,0,217,0,14,0,0,0,0,0,17,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,16,18289,31
approximated_0645e336-4ed9-4aa4-80b2-7f6113e50edf_ed_bicycle.rdf_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_064b8645-ed7f-4c98-8e3c-bd2535ff52ee_pizza.owl_RDFXML.owl,385,273,100,8,0,5,ALCRO,112,261,0,0,6,0,4,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,6,261,6
approximated_064c348b-91e2-4345-8e50-b7f740645d84_SIO_000252_RDFXML.owl,3696,2037,1456,204,0,0,ALER,1659,1804,0,0,22,0,209,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1804,233
approximated_06525848-fecf-499a-aea7-6edd68b70d82_ng_service.rdf_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_0655a1d4-9c76-4d81-abd7-168f79dd55a5_Landjger.ttl_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_065e0397-5790-4d13-be9f-1229fbf1e723_Peach.ttl_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_06610200-102a-4a37-807b-9e278c430f0a_topOnly623.owl_RDFXML.owl,20111,12426,4028,383,0,3276,ALCRO,7685,7238,0,0,363,0,120,0,0,0,0,0,14,0,0,0,0,0,3262,1792,0,0,0,0,0,0,0,0,5054,7238,134
approximated_0664ecb0-6937-4bd8-8910-8fd0f0586bfb_orca.owl_RDFXML.owl,1159,637,195,174,0,155,ALCRO,522,330,0,0,108,0,122,0,0,0,0,0,6,0,0,0,0,0,161,18,0,0,0,0,0,0,0,0,179,330,128
approximated_06702f28-8bd8-469c-857d-9c8ae01a1e32_Genre.rdf_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_06720855-d478-4422-9ecd-6b5251c81822_OWLPathS.owl_RDFXML.owl,216,116,62,38,0,0,ALER,100,73,0,0,0,0,27,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,43
approximated_0680e1ae-718e-40d9-92af-1cabd62c90a4_imeAverage.owl_RDFXML.owl,10833,6229,3000,471,0,1135,ALCRO,4604,3897,0,0,131,0,399,0,0,0,0,0,8,0,0,0,0,0,1191,452,0,0,0,206,76,0,0,0,1925,3897,407
approximated_06898d74-7958-4cba-9ea8-eb7160d0cc74_Sirene.rdf_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_06942028-e2d4-4435-bd88-3d918b44cc95_PiedDeVent.ttl_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_06961bda-01e1-471b-849e-ffbadfcc4834_Rotor_kite.ttl_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_0699670d-2ca9-4a15-860a-d5b40466a595_Drawknife.rdf_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_069ccd48-4a1d-4661-9113-e79b1b723425_emillelink.rdf_RDFXML.owl,2856,1628,1010,66,0,153,ALEH,1228,1338,0,0,31,0,69,0,0,0,0,0,0,0,0,0,0,0,166,55,0,0,0,0,0,0,0,0,221,1338,69
approximated_069e5b21-2024-4900-9304-e08bcec328f8_Lug_wrench.rdf_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_06a23d92-adfc-4e2d-a7e3-92ea3096f84d_pathway_RDFXML.owl,1893,1058,834,1,0,0,ALE,835,1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1058,0
approximated_06a69a9b-2c73-42fe-a6f9-f2c092378479_CategoryFAQ_RDFXML.owl,191,109,11,27,0,45,ALH,82,29,0,0,24,0,19,0,0,0,0,0,0,0,0,0,0,0,43,18,0,0,0,0,0,0,0,0,61,29,19
approximated_06b5dc6d-7f41-4c71-b3ae-d0475b30a086_H_Ontology.owl_RDFXML.owl,646,328,258,11,0,50,ALCO,318,272,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,6,0,0,0,56,272,0
approximated_06b62081-f061-4346-880c-f38e9750d0ca_Apple_cider.rdf_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_06c02df2-a91d-48a6-ac25-24f8f490c44f_codolight.owl_RDFXML.owl,613,376,92,101,0,45,ALCRO,237,281,0,0,93,0,30,0,0,0,0,0,8,0,0,0,0,0,39,18,0,0,0,0,0,0,0,0,57,281,38
approximated_06c61e03-6efa-46f4-a04a-7f7929b2e364_cexamplegraph2_RDFXML.owl,937,561,225,70,0,82,ALCRO,376,243,0,0,7,0,64,0,0,0,0,0,15,0,0,0,0,0,89,145,0,0,0,0,5,0,0,0,239,243,79
approximated_06d05491-f515-43b2-bfcb-17f0127017c1_IP_camera.ttl_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_06ddeeb6-7d97-4bde-9c9c-4566ed618f3c_den_cheese.ttl_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_06e042ed-6e64-4cad-9bcf-4653d5b467ba_geobase.owl_RDFXML.owl,1311,665,12,0,0,634,AL,646,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655,0,0,0,0,0,0,0,0,0,655,10,0
approximated_06ec8f23-ec49-47ae-a6b9-479d6722ea40_SnC3B8frisk.rdf_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_06ed90ea-d471-4e7c-9eb5-edf92ac77841_transistor.rdf_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_06f773e7-32a4-4165-84a5-3931411b811b_ncrete_saw.ttl_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_070a6d0d-2dc0-4b84-b008-4fdd6f6c64f8_OceanFloor.owl_RDFXML.owl,11158,6426,3090,471,0,1173,ALCRO,4732,4019,0,0,128,0,401,0,0,0,0,0,8,0,0,0,0,0,1234,478,0,0,0,210,76,0,0,0,1998,4019,409
approximated_070cf5de-2d18-4c0e-a6bb-5cb35bde2043_action_RDFXML.owl,407,211,76,102,0,19,ALR,196,177,0,0,96,0,13,0,0,0,0,0,2,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,19,177,15
approximated_070d822b-4a42-4f69-b5b6-87166032906d_TGMA.owl_RDFXML.owl,4599,2733,1864,2,0,0,ALER,1866,2732,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2732,1
approximated_070eff26-58bb-4d96-b3a3-239328e15c35_Lawn_mower.rdf_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_07121eb4-c2e9-4740-a50e-bec32b357bf3_preonto.rdf_RDFXML.owl,325,182,31,58,0,55,ALR,143,101,0,0,52,0,10,0,0,0,0,0,1,0,0,0,0,0,55,15,0,0,0,0,0,0,0,0,70,101,11
approximated_0718aae7-3681-48d1-8e73-ff4f2d1801b4_Dog.rdf_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_071feca2-a248-4370-97da-ff1d0b83c571_logyv0.1.3.owl_RDFXML.owl,1049,540,498,12,0,0,ALE,509,540,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,0
approximated_0720cdef-dd38-4518-a0a0-9c0d83f4a33b_laptopsfull.owl_RDFXML.owl,11107,5551,49,36,0,5472,ALH,5556,77,0,0,35,0,2,0,0,0,0,0,0,0,0,0,0,0,5472,0,0,0,0,0,0,0,0,0,5472,77,2
approximated_07321a9e-0273-4612-ad18-f82ffd2bace0_transistor.rdf_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_073633cd-f608-43ba-b95a-349cbf97d776_ng_machine.rdf_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_0741e54b-15a4-4783-aa3d-fe69e777f589_complex2.1.owl_RDFXML.owl,771,490,223,59,0,0,ALER,281,423,0,0,52,0,55,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,67
approximated_074464ff-b331-4a4c-93eb-bd39463e2b3b_map_CLEMAPA.owl_RDFXML.owl,16864,10916,5946,2,0,0,ALE,5948,10916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10916,0
approximated_0745991e-1c33-4117-bff0-da28063e540d_Vest.rdf_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_0747f957-3fde-418d-adc2-366c2de266a7_Intel_Core.rdf_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_0755d8e7-ccc9-44d2-bc9f-e4999c4c3fd6_Crowdie.rdf_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_075c4b7e-0b3a-4e07-8347-dff7c759a0cb__furniture.ttl_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_077875b6-bcaf-463f-a8f6-08f792ff103a_Salad.ttl_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_077bfedc-cae7-4647-9a95-08c8a449e781_r_detector.rdf_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_077d2c31-3f97-417b-974d-2ae69be6edfb_olian_harp.ttl_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_07868fd6-4238-411f-9322-626ee0fa001d_atomy_2010.owl_RDFXML.owl,6182,3444,2737,1,0,0,ALE,2738,3444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3444,0
approximated_078e998b-d45d-426e-bd56-cb33f5850404_Compass.rdf_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_07950c24-0549-4376-a098-8e1102f9fa47_Statistics.owl_RDFXML.owl,11421,6408,3536,253,0,1226,ALCRO,5013,4603,0,0,126,0,207,0,0,0,0,0,5,0,0,0,0,0,1303,20,0,0,0,177,93,0,0,0,1593,4603,212
approximated_079ae0e1-d0bb-41c4-9c15-7b65eb5d7780_Pommeau.rdf_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_079d009c-1b96-4889-911d-ff63dfbb10e5_ZooAnimals.owl_RDFXML.owl,338,197,123,9,0,10,ALER,141,180,0,0,6,0,2,0,0,0,0,0,3,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,12,180,5
approximated_079efc1b-b4c3-4ee3-91b5-a2bb4e727c9a_DUL_v315.owl_RDFXML.owl,455,274,73,109,0,0,ALER,181,216,0,0,107,0,52,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,58
approximated_07a910c7-e3c4-43a3-8a59-305cb58f0513_progetti.owl_RDFXML.owl,401,224,52,126,0,0,ALER,177,177,0,0,115,0,45,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,47
approximated_07ae1e72-6d16-4f8a-8a5d-bb730fe9b6f4_Bow_tie.ttl_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_07b74350-b580-4676-a6b5-7cbae27cc058_onto.rdf_RDFXML.owl,249,135,26,44,0,45,ALR,114,76,0,0,42,0,9,0,0,0,0,0,1,0,0,0,0,0,45,4,0,0,0,0,0,0,0,0,49,76,10
approximated_07b826f9-ec22-40b7-b361-b407c9e9f70d_Piano.rdf_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_07b96f49-0ca4-41bc-adc5-885aeb6116f7_tting_maul.rdf_RDFXML.owl,316,170,38,59,0,50,ALR,146,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
