Ontology,OntologyLoadingTime_ns,MetricMeasuringTime_ns,TotalTime_ns,Axiom,LogicalAxiomCount,ClassCount,ObjectPropertyCount,DataPropertyCount,IndividualCount,DLExpressivity,DeclarationAxiomsCount,SubClassOf,EquivalentClasses,DisjointClasses,GCICount,HiddenGCICount,SubObjectPropertyOf,EquivalentObjectProperties,TransitiveObjectProperty,ReflexiveObjectProperty,ObjectPropertyDomain,ObjectPropertyRange,SubPropertyChainOf,SubDataPropertyOf,EquivalentDataProperties,FunctionalDataProperty,DataPropertyDomain,DataPropertyRange,ClassAssertion,ObjectPropertyAssertion,DataPropertyAssertion,NegativeObjectPropertyAssertion,NegativeDataPropertyAssertion,SameIndividual,DifferentIndividuals,AnnotationAssertion,AnnotationPropertyDomain,AnnotationPropertyRangeOf,ABoxAxiomCount,TBoxAxiomCount,RBoxAxiomCount
approximated_66eb5ae6-182f-4b99-aa08-c1935e6aeb99_Miter_saw.ttl_functional.owl,10482382,25835,10508217,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
5919d425-0843-405a-80cf-9b748367ed16_Company.owl_functional.owl,10752403,37828,10790231,202,182,8,12,0,82,ALEH,20,8,0,0,0,0,7,0,0,0,7,7,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,153,22,7
approximated_a53ceec4-fd15-4d0f-a260-bcbed7281c68_alMolecule.owl_functional.owl,83898901,151985,84050886,9430,5961,3000,471,0,1135,ALCRO,3469,3898,0,0,132,0,399,0,0,0,0,0,8,0,0,0,0,0,1191,183,0,0,0,206,76,0,0,0,1656,3898,407
approximated_18f27920-6042-4891-9c8f-e7d263c87580_Mussel.rdf_functional.owl,11280134,21016,11301150,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_1cbb90bc-e57b-4916-a260-8978e53cb1c1_Opera_coat.rdf_functional.owl,9775185,13279,9788464,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_dbffa01f-6b93-4f69-a11f-83415674a184_ydrocarbon.owl_functional.owl,33158021,36966,33194987,2275,1369,841,66,0,103,ALCRO,906,1087,0,0,27,0,36,0,0,0,0,0,7,0,0,0,0,0,103,134,0,0,0,2,0,0,0,0,239,1087,43
approximated_a6d6d4f8-2f8c-4636-b2cf-a0ea8ccfc20d_realmHydro.owl_functional.owl,80057108,162708,80219816,9710,6246,2995,471,0,1152,ALCRO,3464,3896,0,0,131,0,405,0,0,0,0,0,8,0,0,0,0,0,1208,443,0,0,0,208,78,0,0,0,1937,3896,413
approximated_85e17570-bc26-4b1b-8920-279c876cea1c_crimeX.owl_functional.owl,27324075,42506,27366581,1774,1553,88,134,0,424,ALCRO,221,184,0,0,102,0,96,0,0,0,0,0,2,0,0,0,0,0,426,839,0,0,0,0,6,0,0,0,1271,184,98
approximated_0a4d9284-bfd3-49a0-963c-d72bb1e7e03d_pombetaxon.owl_functional.owl,110307027,132764,110439791,14109,7053,7048,9,0,0,ALER,7056,7047,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7047,6
approximated_4e485595-0d5f-44b8-96d3-d32a43f8d9d2_preonto.rdf_functional.owl,9484015,21780,9505795,271,183,31,58,0,55,ALR,88,102,0,0,53,0,10,0,0,0,0,0,1,0,0,0,0,0,55,15,0,0,0,0,0,0,0,0,70,102,11
approximated_36b33984-883b-484e-bb5c-62d837d30748_Clarytone.rdf_functional.owl,9916525,21412,9937937,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_51d8943b-8a22-4c88-b295-71b344dd6f54_kupocore.owl_functional.owl,22649433,42400,22691833,2136,1365,766,6,0,0,ALEH,771,1364,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1364,1
approximated_113fd0a7-5e39-40b3-b528-67d2e8266765_ogen_valve.rdf_functional.owl,13626807,24289,13651096,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_00172.owl_functional.owl,13587083,20932,13608015,249,187,49,14,0,1,ALER,62,179,0,0,6,0,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,179,7
approximated_00516.owl_functional.owl,85786367,256488,86042855,14789,7990,6798,1,0,0,ALR,6799,7989,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7989,1
approximated_20e0c29f-94b4-4bc0-b817-e9a0ba2fa186_Calzone.ttl_functional.owl,10778992,24089,10803081,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
fcae1e6c-a6b1-486a-a3cd-21a2ea6da147_map_dblp_dc.owl_functional.owl,13981631,22398,14004029,211,106,44,35,26,10,ALH(D),105,28,0,0,0,0,2,0,0,0,8,32,0,1,0,0,12,13,10,0,0,0,0,0,0,0,0,0,10,93,3
approximated_aca8198b-c63e-41be-8853-15fa30d9194e_xdt_100707.owl_functional.owl,18919455,30473,18949928,906,552,87,268,0,0,ALER,354,420,0,0,258,0,129,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,132
approximated_14ab93ee-c26b-4e17-a1c8-f040cedecee9_aksmetrics.owl_functional.owl,91932017,258102,92190119,11137,7138,3901,100,0,0,ALER,3999,7028,0,0,2846,0,94,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7028,110
approximated_0fc6754b-76f6-4a52-889e-ca07a25625ca_yOntology.daml_functional.owl,12432999,21861,12454860,300,184,117,1,0,84,AL,116,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,84,100,0
ed22d62d-9dde-4806-98d5-dd6d88de1882_gyInferred.owl_functional.owl,16592343,26123,16618466,702,353,349,0,0,0,AL,349,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,0
approximated_0ecbfeef-942c-498a-8bf9-833628be844b_Otiepok.rdf_functional.owl,8782093,21730,8803823,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_7a67f542-0051-4790-8e26-dcc46d1fc0cc_Ham.ttl_functional.owl,11649251,28377,11677628,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
0a9b7b1f-dc5c-4cfd-805f-823372be8a47_ameNet_1.1.owl_functional.owl,42834110,33266,42867376,1910,735,494,682,0,0,ALEH,1175,128,483,0,0,121,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,124
approximated_6d0e037b-82b5-4c5a-a30a-cbe3577ff389_DUL_v314.owl_functional.owl,12625117,23004,12648121,455,274,73,109,0,0,ALER,181,216,0,0,107,0,52,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,58
approximated_479a6fd1-e899-439a-81e6-a9360ce5eb11_logylatest.owl_functional.owl,19570403,32526,19602929,1137,733,238,167,0,114,ALCO,404,556,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,114,63,0,0,0,0,0,0,0,0,177,556,0
4f54ac60-ae81-4aac-b7be-6b160b8d195d_e.obo.PREVIOUS_functional.owl,146774257,325047,147099304,18729,9568,9158,3,0,0,ALE+,9161,9567,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9567,1
091b5a2b-42d5-4e62-ad9c-accc5776e016__april2007.rdf_functional.owl,15632601,22191,15654792,226,122,59,15,30,0,ALH(D),104,18,38,0,0,13,0,4,0,0,11,8,0,0,15,0,15,13,0,0,0,0,0,0,0,0,0,0,0,103,19
approximated_00010.owl_functional.owl,12089879,24849,12114728,352,252,41,60,0,52,ALEH,100,107,0,0,58,0,5,0,0,0,0,0,0,0,0,0,0,0,52,88,0,0,0,0,0,0,0,0,140,107,5
978e1e23-6a72-4b07-8cc9-89431ce8be2c_Olympics.owl_functional.owl,14548139,26706,14574845,379,217,73,89,0,2,ALH,162,0,0,0,0,0,72,0,0,0,72,72,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,144,72
approximated_14aba0f3-7984-49e8-ab31-d41065fb384c_g_material.rdf_functional.owl,10303204,25193,10328397,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_1e2f9ebd-b4d1-46a3-85f6-5aa6a8c680a4_Mozzarella.ttl_functional.owl,7698751,24400,7723151,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
85f1fd65-4670-4f9a-95e1-3b0775ed4b21_Broadcast.owl_functional.owl,16578606,28161,16606767,905,540,171,194,0,34,ALH,365,0,0,0,0,0,170,0,0,0,170,170,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,30,340,170
approximated_67529893-729c-4cf5-b313-ee772ffd7354_onto.rdf_functional.owl,15745312,466609,16211921,226,137,35,55,0,31,ALR,89,95,0,0,49,0,10,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,31,95,11
7ed08bb7-b14c-4e59-8b8e-2024b36ba5ce_Mammal.owl_functional.owl,12975178,28649,13003827,610,351,118,141,0,0,ALH,259,0,0,0,0,0,117,0,0,0,117,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,117
approximated_42e03b51-565c-48c6-ade7-0cb9ec6940f1_leo.owl_functional.owl,11609739,12175,11621914,475,264,206,5,0,0,ALER,211,258,0,0,1,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,6
approximated_c92c9cc1-e832-4fa8-bb2f-a331258b55b6_geCreation.owl_functional.owl,13040891,13516,13054407,601,339,75,188,0,112,AL,262,227,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,112,227,0
approximated_00682.owl_functional.owl,675509336,2403238,677912574,110793,74563,36203,29,0,9,ALER,36230,74543,0,0,71,0,4,0,0,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,74543,11
approximated_00efc81a-ecfa-4739-88ad-59762f9ed0a6_mHydroBody.owl_functional.owl,81263240,157800,81421040,10205,6418,3536,253,0,1226,ALCRO,3787,4602,0,0,125,0,207,0,0,0,0,0,5,0,0,0,0,0,1303,31,0,0,0,177,93,0,0,0,1604,4602,212
approximated_17aafdbc-8aca-4606-9a6b-e94523c63557_le_knocker.ttl_functional.owl,9341047,15260,9356307,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_55751131-2637-4001-a10f-6d4e19507415_7_1_v2.7.1.owl_functional.owl,30341834,21064,30362898,1061,554,456,52,0,28,ALR,507,521,0,0,39,0,15,0,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,15,521,18
approximated_00006.owl_functional.owl,34927584,31295,34958879,2377,1235,1119,23,0,0,ALER,1142,1208,0,0,0,0,12,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1208,27
approximated_0bf13ad7-85b3-4079-8473-86d619fde8a0__Lightning.ttl_functional.owl,8754476,12628,8767104,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_b264d0dc-a8df-4e80-b9a1-65d93b475369_ton_cheese.rdf_functional.owl,10562263,29951,10592214,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_kb-owl-syntax-coreference-IDs-km-relevant-cardinalities-disjointness-constant-classes-relation-axioms-value-nominals.ofn_functional.owl,460575856,758334,461334190,68170,40448,27445,279,0,634,ALER,27722,39712,0,0,9509,0,5,0,0,0,0,0,17,0,0,0,0,0,714,0,0,0,0,0,0,0,0,0,714,39712,22
approximated_ab712a6c-8a80-4f8f-a21a-37eaef96254b_panese_saw.rdf_functional.owl,29955249,15266,29970515,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
3003eefc-3bfd-414c-bc79-456ac05dfa9e_piensensfm.obo_functional.owl,342128243,646091,342774334,56251,21307,34944,0,0,0,AL,34944,21307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21307,0
approximated_9cae58fe-ae19-477d-b350-edc7efc18575_anDecision.owl_functional.owl,20262247,49824,20312071,1191,740,401,51,0,103,ALCRO,451,473,0,0,24,0,21,0,0,0,0,0,7,0,0,0,0,0,103,134,0,0,0,2,0,0,0,0,239,473,28
6f6dfdb1-91f4-4a35-9ca9-ef5a94a5b97e_StatesCase.owl_functional.owl,13022920,209781,13232701,471,270,91,110,0,0,ALH,201,0,0,0,0,0,90,0,0,0,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,90
approximated_09dbb690-d472-4b38-812a-739c495db0b6_Iced_coffee.rdf_functional.owl,11111243,138715,11249958,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_kb-owl-syntax-unraveled-depth-4-cardinalities-disjointness-relation-axioms.ofn_functional.owl,247835583,747252,248582835,31580,24499,6793,290,0,0,ALER,7081,24477,0,0,8157,0,5,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24477,22
approximated_32367017-2f77-46ea-b442-9b98e2a3b1dc_ngineering.rdf_functional.owl,10304403,14419,10318822,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
13655759-185d-4841-b9db-c2667c8fdb2f_apienstype.owl_functional.owl,636969046,1721119,638690165,108619,54304,54315,0,0,0,AL,54315,54304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54304,0
approximated_d896d6a6-4573-42cb-96cc-a60bef226957_wine4.owl_functional.owl,21743117,22970,21766087,722,634,77,12,0,161,ALCRO,88,216,0,0,14,0,5,0,0,0,0,0,1,0,0,0,0,0,161,246,0,0,0,0,5,0,0,0,412,216,6
approximated_9a1a2f35-e729-4bc2-a3d8-7fbbd79e1414_Mallet.rdf_functional.owl,15051933,11617,15063550,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_61716368-257e-4def-9f74-7679f7ced234_C64.ttl_functional.owl,14117343,10877,14128220,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
7d787d09-442b-4d79-b9cb-86a4e4a3feeb_Mountain.owl_functional.owl,20836497,19389,20855886,693,402,134,157,0,4,ALH,291,0,0,0,0,0,133,0,0,0,133,133,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,266,133
0cc8d133-037d-4fbc-aa70-51f51bd77d1a_ballLeague.owl_functional.owl,10063546,11989,10075535,287,163,55,69,0,2,ALH,124,0,0,0,0,0,54,0,0,0,54,54,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,108,54
881a8842-6925-4543-b935-ac529b9fadf1_onedsmall.rdfs_functional.owl,17226224,18109,17244333,793,450,343,0,0,0,AL,343,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0
approximated_1ab117f4-3903-4d12-bb7d-226f3f7fe640_envo.obo_functional.owl,34044721,48549,34093270,4194,2351,1830,14,0,0,ALER,1843,2347,0,0,20,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2347,4
approximated_b53ba45d-405b-4675-adb9-65f547f4b62a_Little_Cleo.ttl_functional.owl,15462339,14602,15476941,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_af1c8a22-1255-4818-8ef1-8d7a6f471149_generic.owl_functional.owl,13827248,12477,13839725,427,236,117,75,0,50,AL,191,170,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,50,16,0,0,0,0,0,0,0,0,66,170,0
approximated_0985d1d6-ba45-4b8e-acef-d7ed1791a5e2_rStandards.owl_functional.owl,84290773,165861,84456634,10381,6607,3302,474,0,1161,ALCRO,3774,4240,0,0,129,0,404,0,0,0,0,0,8,0,0,0,0,0,1217,444,0,0,0,218,76,0,0,0,1955,4240,412
approximated_3041c8d7-f93a-4ae8-ba64-fcc1fdc38de8_Cereal_germ.rdf_functional.owl,13147637,13494,13161131,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
b5bfd804-fe24-47e5-b42f-96326ea7b49d_Lighthouse.owl_functional.owl,10677912,11079,10688991,385,220,74,91,0,2,ALH,165,0,0,0,0,0,73,0,0,0,73,73,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,146,73
approximated_1b39ed51-1fdf-462b-82bc-9982dc0d905a_realm.owl_functional.owl,79148998,164426,79313424,10244,6448,3539,259,0,1226,ALCRO,3796,4607,0,0,130,0,207,0,0,0,0,0,5,0,0,0,0,0,1303,56,0,0,0,177,93,0,0,0,1629,4607,212
approximated_aa330f3e-b09c-416b-b773-902984788e44_AstroHelio.owl_functional.owl,79298708,216587,79515295,9838,6335,3034,471,0,1182,ALCRO,3503,3950,0,0,133,0,399,0,0,0,0,0,8,0,0,0,0,0,1238,455,0,0,0,209,76,0,0,0,1978,3950,407
approximated_kb-owl-syntax-unraveled-depth-1-km-relevant-cardinalities-triggers-constant-classes-relation-axioms-value-classes.ofn_functional.owl,200207972,605739,200813711,27542,20239,7009,295,0,0,ALER,7303,20217,0,0,219,0,5,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20217,22
approximated_069e5b21-2024-4900-9304-e08bcec328f8_Lug_wrench.rdf_functional.owl,12602295,13884,12616179,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_00776.owl_functional.owl,653074277,2118382,655192659,65333,65258,60,16,0,17941,ALCO,75,63,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,17941,47248,0,0,0,0,6,0,0,0,65195,63,0
vhog.vertebrate-homologous-organ-group-ontology.11.owl.xml_functional.owl,28706592,41251,28747843,2875,1688,1185,2,0,0,ALE+,1187,1687,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1687,1
approximated_49a3e243-dcc6-43b0-99a8-975e33b79dc0_mantics_v4.owl_functional.owl,19356593,20717,19377310,930,600,167,164,0,1,ALER,330,426,0,0,159,0,165,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,426,173
approximated_kb-owl-syntax-unraveled-depth-2-cardinalities-disjointness-triggers-constant-classes-value-nominals.ofn_functional.owl,294139923,922402,295062325,35909,28770,6968,172,0,634,ALE,7139,28056,0,0,9290,0,0,0,0,0,0,0,0,0,0,0,0,0,714,0,0,0,0,0,0,0,0,0,714,28056,0
approximated_6c603c25-6e12-4da0-8c45-03497749532b_is_elegans.obo_functional.owl,1837818458,6086876,1843905334,256603,175217,81358,29,0,0,ALER,81386,175199,0,0,5,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175199,18
approximated_9ef62fce-b73a-465b-8a2b-28322c490557_lotico.owl_functional.owl,13173053,13845,13186898,225,157,20,49,0,82,ALH,68,67,0,0,48,0,8,0,0,0,0,0,0,0,0,0,0,0,46,36,0,0,0,0,0,0,0,0,82,67,8
approximated_35792828-a7f8-4c81-a6fe-a27d3653630a_Haddock.rdf_functional.owl,8462832,10345,8473177,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_4e34e89f-5699-4651-ae1f-6e6dcb88e6a3_Rickshaw.ttl_functional.owl,13962348,29015,13991363,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
8d3d3260-da5e-4ec8-9749-4bc3cc8a3a09_wblssimple.obo_functional.owl,11318365,14277,11332642,293,181,107,5,0,0,ALE+,112,179,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,2
423b904f-2a57-40fd-8fa9-cd8082f5ff4f_classified.obo_functional.owl,22634398,28783,22663181,2540,1343,1192,5,0,0,ALE+,1197,1339,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1339,4
approximated_3d05e926-7997-4727-b7bf-b5e3382ac14a_color.owl_functional.owl,20297238,21696,20318934,882,822,52,9,0,231,AL,60,119,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,703,0,0,0,0,0,0,0,0,0,703,119,0
approximated_708b7fd5-3c56-4817-a34a-8eb4635ccbfc_IAO.owl_functional.owl,14139887,11453,14151340,297,163,105,29,0,19,ALCRO,134,109,0,0,0,0,18,0,0,0,0,0,15,0,0,0,0,0,19,0,0,0,0,0,2,0,0,0,21,109,33
approximated_02814d33-7e3a-4995-8b6a-c55757694cb5_ethernet.owl_functional.owl,6931473,10323,6941796,307,171,70,68,0,26,ALCRO,136,105,0,0,34,0,34,0,0,0,0,0,6,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,26,105,40
approximated_15595460-8edf-4dc5-845e-b152b62aa72b_Marshmallow.rdf_functional.owl,15242304,29676,15271980,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_19deea53-8a8c-48c0-9cde-99140ba1a5e2_tance_edit.owl_functional.owl,31987863,46480,32034343,2992,2135,856,1,0,855,ALER,857,1279,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,855,0,0,0,0,0,0,0,0,0,855,1279,1
approximated_092bd666-d253-483d-8dbd-afffa0fff5fd_c_20090302.rdf_functional.owl,15840347,17349,15857696,695,447,169,80,0,89,ALR,248,222,0,0,63,0,9,0,0,0,0,0,4,0,0,0,0,0,82,130,0,0,0,0,0,0,0,0,212,222,13
approximated_7ddf669c-e603-4418-b645-ce0e36454834_po_temporal.owl_functional.owl,14213389,11926,14225315,562,280,281,1,0,0,ALE,282,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0
approximated_rpo.resource-of-asian-primary-immunodeficiency-diseases-rapid-phenotype-ontology.2.owl.xml_functional.owl,34058534,39539,34098073,3411,1701,1545,166,0,0,AL,1710,1701,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1701,0
approximated_56c89204-f4b8-49b4-977e-68e4c91df134_gicustaxon.owl_functional.owl,447725106,937344,448662450,59047,29522,29517,9,0,0,ALER,29525,29516,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29516,6
4d656633-2a50-494d-a263-4feb298442f7_siaeentrez.owl_functional.owl,112045536,171909,112217445,17821,6058,11763,0,0,0,AL,11763,0,6058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6058,0
approximated_biomodels.biomodels-ontology.3.owl.xml_functional.owl,4347333667,14583956,4361917623,604956,417381,187517,61,0,17,ALER,187575,417323,0,0,127,0,31,0,0,0,0,0,10,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,17,417323,41
approximated_49ab726f-2ddd-4953-950e-6725dc66f7ba_d_Approach.owl_functional.owl,41419492,41715,41461207,2808,1734,710,365,0,460,ALCO,1074,943,0,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,464,314,0,0,0,5,8,0,0,0,791,943,0
approximated_0ae48015-78ae-4559-a2e5-c162bc3a2cda_h_Blossoms.ttl_functional.owl,10553481,27345,10580826,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_6ff2f385-6ad0-4c59-8bfd-a4a717033a0f_Cheese_bun.ttl_functional.owl,14526211,10498,14536709,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_2b364f28-f930-4675-b5b9-2c4ad5866779_Turbofan.ttl_functional.owl,6837317,10556,6847873,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_kb-owl-syntax-unraveled-depth-0-km-relevant-cardinalities-triggers-relation-axioms.ofn_functional.owl,74229958,129736,74359694,13268,6907,6115,247,0,0,ALR,6361,6885,0,0,219,0,5,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6885,22
approximated_kb-owl-syntax-unraveled-depth-0-disjointness-constant-classes-relation-axioms-value-classes.ofn_functional.owl,191236712,592623,191829335,24338,17126,6967,247,0,0,ALR,7212,17104,0,0,9509,0,5,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17104,22
approximated_07e09242-b9b5-4a27-a084-b51ce9d0cf9d_dtn.owl_functional.owl,15974951,24785,15999736,404,245,85,76,0,54,ALCRO,159,144,0,0,53,0,41,0,0,0,0,0,6,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,54,144,47
approximated_285e070d-c32b-43ca-b559-f1ae54efb47f_nstruction.rdf_functional.owl,8515552,43761,8559313,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_kb-owl-syntax-unraveled-depth-1-km-relevant-cardinalities-disjointness-triggers-constant-classes-relation-axioms-value-nominals.ofn_functional.owl,313818438,944725,314763163,36210,29540,6377,295,0,634,ALER,6670,28804,0,0,9509,0,5,0,0,0,0,0,17,0,0,0,0,0,714,0,0,0,0,0,0,0,0,0,714,28804,22
