Ontology,OntologyLoadingTime_ns,MetricMeasuringTime_ns,TotalTime_ns,Axiom,LogicalAxiomCount,ClassCount,ObjectPropertyCount,DataPropertyCount,IndividualCount,DLExpressivity,DeclarationAxiomsCount,SubClassOf,EquivalentClasses,DisjointClasses,GCICount,HiddenGCICount,SubObjectPropertyOf,EquivalentObjectProperties,TransitiveObjectProperty,ReflexiveObjectProperty,ObjectPropertyDomain,ObjectPropertyRange,SubPropertyChainOf,SubDataPropertyOf,EquivalentDataProperties,FunctionalDataProperty,DataPropertyDomain,DataPropertyRange,ClassAssertion,ObjectPropertyAssertion,DataPropertyAssertion,NegativeObjectPropertyAssertion,NegativeDataPropertyAssertion,SameIndividual,DifferentIndividuals,AnnotationAssertion,AnnotationPropertyDomain,AnnotationPropertyRangeOf,ABoxAxiomCount,TBoxAxiomCount,RBoxAxiomCount
approximated_43b2a666-a003-4542-84b0-83308590a8fe_e_actuator.ttl_functional.owl,7345394,10438,7355832,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_03c2f269-c038-4d4f-b30d-480d3a094630_racle_Whip.ttl_functional.owl,14906242,11128,14917370,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_a9a6d712-792f-4edf-b1fc-c25a1feb466a_tePhysical.owl_functional.owl,73889579,195131,74084710,9717,6250,2996,473,0,1152,ALCRO,3467,3900,0,0,135,0,405,0,0,0,0,0,8,0,0,0,0,0,1208,443,0,0,0,208,78,0,0,0,1937,3900,413
approximated_0211b399-dc12-43f4-895f-39f58e618648_earthrealm.owl_functional.owl,44237552,54230,44291782,4024,2319,1603,104,0,113,ALCRO,1705,2033,0,0,101,0,15,0,0,0,0,0,5,0,0,0,0,0,114,147,0,0,0,5,0,0,0,0,266,2033,20
00147.owl_functional.owl,9061659,11430,9073089,123,113,9,1,0,108,AL,10,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,110,3,0
approximated_44ff75c3-291a-4963-9e77-dbf37dcca9a6_CogPOver1.owl_functional.owl,19857178,16555,19873733,897,494,355,49,0,21,ALCRO,403,425,0,0,22,0,29,0,0,0,0,0,15,0,0,0,0,0,21,2,0,0,0,0,2,0,0,0,25,425,44
approximated_kb-owl-syntax-unraveled-depth-3-cardinalities-disjointness-triggers.ofn_functional.owl,258486365,508924,258995289,32097,25155,6778,165,0,0,ALE,6942,25155,0,0,7938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25155,0
approximated_kb-owl-syntax-unraveled-depth-2-km-relevant-cardinalities-disjointness-triggers-constant-classes-relation-axioms-value-nominals.ofn_functional.owl,287277012,1185324,288462336,34721,28048,6383,292,0,634,ALER,6673,27312,0,0,9509,0,5,0,0,0,0,0,17,0,0,0,0,0,714,0,0,0,0,0,0,0,0,0,714,27312,22
approximated_3e28fe04-2f4e-476b-8428-0ac2ce40b74c_down_valve.ttl_functional.owl,10083503,13997,10097500,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_4ae2073e-d089-4ced-b5a7-990d983d5f22_ux_raisins.ttl_functional.owl,13389688,11269,13400957,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_0de2d073-55e9-48f6-a86f-9aed3aed1602_premises662_functional.owl,9531571,10616,9542187,223,144,74,6,0,10,ALE,79,120,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,0,0,0,0,0,0,0,0,24,120,0
approximated_kb-owl-syntax-unraveled-depth-0-km-relevant-cardinalities-triggers-constant-classes-value-classes.ofn_functional.owl,92831964,159930,92991894,14570,7601,6969,0,0,0,AL,6969,7601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7601,0
approximated_d0db67c2-e5c1-4810-b6ca-b3f708f8a2ce_im_generic.owl_functional.owl,16513458,14899,16528357,387,231,148,8,0,0,ALER,156,225,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,6
approximated_b3cf3b22-bc37-4915-b735-67d3214af03d_tegoryTutorial_functional.owl,12435359,10084,12445443,188,150,11,28,0,74,ALH,38,29,0,0,24,0,19,0,0,0,0,0,0,0,0,0,0,0,69,33,0,0,0,0,0,0,0,0,102,29,19
cdb05144-2483-4adc-9332-01e2c31f4591__rel_names.obo_functional.owl,139874710,464896,140339606,19335,12399,6917,19,0,0,SH,6936,11349,969,70,0,33,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12388,11
approximated_45181f01-13c5-4a87-9922-b5ade546ea05_DDR_SDRAM.ttl_functional.owl,12327357,13929,12341286,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_kb-owl-syntax-unraveled-depth-1-km-relevant-cardinalities-disjointness-triggers-relation-axioms.ofn_functional.owl,272962223,1127461,274089684,33677,27235,6150,294,0,0,ALER,6442,27213,0,0,8157,0,5,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27213,22
approximated_49fe8031-0ed4-4dd2-9c1e-0aa280d8a13b_ulic_fluid.rdf_functional.owl,12776654,13630,12790284,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_4c254284-5177-48aa-b191-98fb48336c00_ng_gliding.rdf_functional.owl,10161277,10524,10171801,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_c6e552f0-502b-4de0-8c3d-10f43032b0cb_sudoku9c.owl_functional.owl,14683532,12915,14696447,333,243,90,0,0,81,AL,90,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,81,162,0
18777b02-f203-491b-b1eb-458281c64d58_imitive2.0.owl_functional.owl,13188378,10294,13198672,245,122,123,0,0,0,AL,123,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0
e4beb4c3-1c4f-4151-9671-2c853dc09822_lexinfo.rdf_functional.owl,15706514,10864,15717378,419,198,170,47,4,5,AL(D),221,142,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,5,193,0
approximated_60bb01d0-bdc4-41d9-92d5-0343a5bb23dc_eanFeature.owl_functional.owl,78051078,226354,78277432,9885,6362,3053,472,0,1177,ALCRO,3523,3977,0,0,134,0,399,0,0,0,0,0,8,0,0,0,0,0,1234,462,0,0,0,206,76,0,0,0,1978,3977,407
approximated_833f9a1d-894c-4eef-9c93-4066d3004634_space.owl_functional.owl,15650324,23114,15673438,1057,670,341,47,0,103,ALCRO,387,403,0,0,23,0,21,0,0,0,0,0,7,0,0,0,0,0,103,134,0,0,0,2,0,0,0,0,239,403,28
approximated_5d7f4173-f7d1-4be7-84a9-83b04deb5a37_Chhurpi.rdf_functional.owl,8981768,12610,8994378,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_94e695ba-eb4f-416d-8eb0-754a3e60d224_icusModIDs.obo_functional.owl,1459209094,6568092,1465777186,208701,144690,63982,30,0,0,ALER,64011,144671,0,0,5,0,10,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144671,19
01e6c221-0cc3-4315-9d50-aad6d8f1dc4d_MAT.obo_functional.owl,18917276,18894,18936170,965,504,459,2,0,0,ALE,461,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,0
abde1edd-ee6b-4f51-b033-94200b9d8919_Mayor.owl_functional.owl,14780717,14348,14795065,556,325,105,126,0,13,ALH,231,0,0,0,0,0,104,0,0,0,104,104,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,13,208,104
approximated_53b656f4-e4bf-4f29-bfbb-b12a4d298543_pe_cleaner.rdf_functional.owl,6332627,10533,6343160,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_8b298292-0dfe-4908-90ef-1194d1a80e3a_se4_atwork.rdf_functional.owl,17628260,10226,17638486,174,113,27,35,0,45,ALH,61,53,0,0,33,0,4,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,56,53,4
approximated_USDA_sr25_NF0_5.owl_functional.owl,25179537,36213,25215750,1424,1251,27,146,0,1214,AL,173,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1214,12,0,0,0,0,0,0,0,0,1226,25,0
approximated_00043.owl_functional.owl,1087641102,5344733,1092985835,186795,123036,63741,20,0,0,ALER,63759,123023,0,0,10,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123023,13
approximated_d629cab0-3d54-4e10-bcab-83019d4e0d67_DVD.ttl_functional.owl,15967154,13606,15980760,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_c8c8c7d8-81be-4eb2-a645-3bf30f8f69db_spatial.obo_functional.owl,9625620,11794,9637414,411,256,128,27,0,0,ALER,155,243,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,13
b4c54adc-1ff9-434d-9bdd-5895f0816e75_classified.owl_functional.owl,34496994,55755,34552749,4937,2678,2258,1,0,0,ALE+,2259,2677,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2677,1
approximated_8486f4e9-f4ee-41a6-a2f6-4696cef9149b_Airship.rdf_functional.owl,10587627,13296,10600923,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_4ec7a0ca-9349-4946-a802-44fe7e11027c_NIFResource.owl_functional.owl,56171800,69991,56241791,5774,3208,2501,67,0,102,ALCRO,2566,3048,0,0,133,0,27,0,0,0,0,0,22,0,0,0,0,0,102,0,0,0,0,0,9,0,0,0,111,3048,49
714e5d26-f5f6-4e23-a7c9-8eadfe5ecb35_eKrankheiten_A_functional.owl,15425694,31708,15457402,199,161,11,12,15,77,ALH(D),38,5,0,0,0,0,9,0,0,0,11,2,0,10,0,0,13,4,73,34,0,0,0,0,0,0,0,0,107,35,19
approximated_6e55774d-8d2e-4535-9723-517060bfa0d4_coddata.owl_functional.owl,15050053,11254,15061307,292,183,57,53,0,14,ALCRO,109,145,0,0,47,0,20,0,0,0,0,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,14,145,24
approximated_8609661e-fd10-44e7-8cf8-83342bd2256f_d_dressing.ttl_functional.owl,7566359,10977,7577336,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_32933ead-7f37-462b-bf3c-f8d62d5cf956_dore_CBMII.rdf_functional.owl,11096971,12220,11109191,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_9f14a3ce-a826-4b01-b95e-e6034e209e8e_sensordata.owl_functional.owl,15578168,14790,15592958,561,404,70,88,0,104,ALEO,157,149,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,104,146,0,0,0,5,0,0,0,0,255,149,0
approximated_146ae675-ac20-4cc1-b1cd-dc1cc1e7e8a6_citygml2.0.owl_functional.owl,9802155,10061,9812216,340,167,157,17,0,0,ALEH,173,166,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,1
approximated_00504.owl_functional.owl,17516399,18950,17535349,1299,673,626,1,0,0,ALER,626,672,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,1
approximated_4b92ea6b-57be-4411-8cb2-ff5aae2fcfb7_sequence.obo_functional.owl,40943306,50351,40993657,4124,2376,1728,21,0,0,ALER,1748,2363,0,0,7,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2363,13
approximated_1a1bba74-2d42-4184-992a-401f8b430813_Sauna.ttl_functional.owl,9158884,12989,9171873,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
db609e4a-98a0-49ec-8bbd-be494fe5cb5b_t_taxonomy.obo_functional.owl,409443815,1509007,410952822,77179,38589,38590,0,0,0,AL,38590,38589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38589,0
approximated_150056c5-9d93-469d-8385-bf23f3a2239c_anDynamics.owl_functional.owl,79955390,186305,80141695,9837,6322,3042,475,0,1166,ALCRO,3515,3969,0,0,137,0,405,0,0,0,0,0,8,0,0,0,0,0,1222,432,0,0,0,208,78,0,0,0,1940,3969,413
approximated_3184d3e0-b2b6-4b3e-877f-c4a315804cbb_Tachometer.ttl_functional.owl,12362983,15992,12378975,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
383366e9-d911-407a-a795-ce94e519de12_onto.rdf_functional.owl,11703212,11276,11714488,194,149,39,0,6,56,AL(D),45,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,68,0,0,0,0,0,0,0,123,26,0
approximated_12c46cd1-6ba9-44a8-a751-9308d1fb2243_FIX_functional.owl,29114011,41877,29155888,2849,1684,1163,2,0,0,ALE,1165,1684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1684,0
approximated_0ad2ca86-630c-4a9b-8bc1-707c428de501_zfa.owl_functional.owl,128478234,366312,128844546,14126,11201,2918,8,0,0,ALER,2925,11193,0,0,1,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11193,8
approximated_bc59726a-0642-4ced-a367-ee823ffa06af_Pen.rdf_functional.owl,16302206,13972,16316178,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_020eda87-e823-4be9-a0b0-5c28c7a506ce_nci_anatomy.owl_functional.owl,51881242,120357,52001599,8723,5424,3298,1,0,0,ALER,3299,5423,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5423,1
a2617005-e005-41c9-8b50-970c7da1dbd1_unspsc.owl_functional.owl,715043186,826942,715870128,41479,20740,20739,0,0,0,AL,20739,20740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20740,0
approximated_ade6923e-503b-458c-9b2f-30818fa53486_geolMineral.owl_functional.owl,37509489,65924,37575413,5112,3020,1924,170,0,150,ALCRO,2092,2549,0,0,107,0,128,0,0,0,0,0,7,0,0,0,0,0,155,179,0,0,0,2,0,0,0,0,336,2549,135
approximated_kb-owl-syntax-coreference-IDs-km-relevant-cardinalities-disjointness-constant-classes-value-classes.ofn_functional.owl,420365011,1684145,422049156,68375,40203,28073,100,0,0,ALE,28172,40203,0,0,9290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40203,0
de9ebc99-2b9f-49dc-b83c-bf592c287d4b_onto.rdf_functional.owl,14390180,13141,14403321,183,143,35,0,5,56,AL(D),40,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,66,0,0,0,0,0,0,0,121,22,0
approximated_4f5b3a9b-ef6a-41dc-9438-a318a9e1a68d_maontrev14.owl_functional.owl,13600031,12034,13612065,209,119,18,73,0,0,ALEH,90,93,0,0,73,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,26
approximated_kb-owl-syntax-unraveled-depth-1-km-relevant-cardinalities-disjointness-triggers-constant-classes-value-classes.ofn_functional.owl,296818345,1337118,298155463,36485,29295,7005,186,0,0,ALE,7190,29295,0,0,9290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29295,0
approximated_5e2e45cd-8162-45cc-8fcd-46692747c971_fbbt.owl_functional.owl,203438262,974167,204412429,29594,21547,8010,39,0,0,ALER,8047,21511,0,0,77,0,21,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21511,36
approximated_00545.owl_functional.owl,121456645,343457,121800102,18848,9629,9217,2,0,0,ALER,9219,9627,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9627,2
approximated_b19a13f0-6a92-46c1-8fb5-6a88df2b532a_bal_cheese.rdf_functional.owl,8515197,14478,8529675,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_49b82e4b-0bc0-49e4-8428-65a25c8b6e59_um_anatomy.owl_functional.owl,11080881,12928,11093809,521,380,139,2,0,0,ALER,141,379,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,1
approximated_00778.owl_functional.owl,1016010921,4857499,1020868420,161740,106758,54974,9,0,0,ALER,54982,106754,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106754,4
approximated_be9e225c-c6b3-4239-9575-d8f40e2add1f_oTransport.owl_functional.owl,76687047,312034,76999081,9738,6262,3004,474,0,1152,ALCRO,3476,3912,0,0,134,0,405,0,0,0,0,0,8,0,0,0,0,0,1208,443,0,0,0,208,78,0,0,0,1937,3912,413
approximated_25d851c2-6673-4a69-9982-7ef6789dd22d_le_spanner.rdf_functional.owl,15039690,13690,15053380,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_3ee06c0e-39d1-427e-9d58-b49143c8efd6_Middleware.rdf_functional.owl,17589146,11504,17600650,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_baa19b20-0233-45cf-8ac9-a55e264326d1_Meal.rdf_functional.owl,14389812,13277,14403089,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_c2e2d48c-c54b-46d5-8708-f7b61461182a_oryLiveContent_functional.owl,14398526,10684,14409210,166,128,12,27,0,57,ALH,38,30,0,0,24,0,19,0,0,0,0,0,0,0,0,0,0,0,55,24,0,0,0,0,0,0,0,0,79,30,19
approximated_4881c510-be9f-48bc-b503-ce965aec73b5_00499.owl_functional.owl,114080271,248085,114328356,22842,13045,9797,0,0,1,AL,9797,13044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13044,0
epilont.epilepsy-ontology.2.owl.xml_functional.owl,36047514,13425,36060939,292,145,138,5,5,0,ALH(D),147,137,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,8
approximated_ce3e70f2-cb83-4367-a8bb-55c9ac45131a_tropicalis.obo_functional.owl,943362411,3571854,946934265,120500,83070,37338,93,0,0,ALER,37430,82985,0,0,5,0,64,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82985,85
57eed85e-f034-4b01-8ce5-73b81ee23430_onto.owl_functional.owl,12792086,12492,12804578,178,115,63,0,0,0,ALC,63,62,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0
approximated_17675f8f-b31e-42af-97d5-947b119a7adf_mpus_board.ttl_functional.owl,9884823,10647,9895470,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_f3700bb0-81c8-47c0-9c3f-6118ca6a5d81_Hardware.owl_functional.owl,15048326,9987,15058313,351,176,167,9,0,0,ALH,175,174,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,2
approximated_40b196da-2c70-4a27-82fd-e6a683ee92ff_vocore1.0d.owl_functional.owl,16793476,20934,16814410,1069,552,186,332,0,3,ALER,517,369,0,0,184,0,170,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,369,180
approximated_062bbc2d-af8d-4715-b703-567e1970f793_Tilefish.ttl_functional.owl,3530784,15018,3545802,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_107e9b39-0c71-4fba-83e6-06f66a40ad53_tive_waste.rdf_functional.owl,14781395,14463,14795858,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_kb-owl-syntax-unraveled-depth-0-cardinalities-relation-axioms.ofn_functional.owl,84820238,144659,84964897,13248,6897,6105,247,0,0,ALR,6351,6875,0,0,219,0,5,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6875,22
approximated_3ebb074d-c6a4-40dd-8ac7-bea763b49534_elegansMOD.obo_functional.owl,1978481928,8430877,1986912805,275056,189994,85057,5,0,0,ALER,85062,189991,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189991,3
approximated_b4f92f63-64cf-4d40-98ee-3aa3db11de5c_Protection.owl_functional.owl,28351498,36041,28387539,2444,1461,894,90,0,124,ALCRO,983,1107,0,0,27,0,66,0,0,0,0,0,7,0,0,0,0,0,124,155,0,0,0,2,0,0,0,0,281,1107,73
approximated_00293.owl_functional.owl,17702681,20305,17722986,1362,589,185,589,0,0,AL,773,589,0,0,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,0
approximated_547566e9-f668-4544-acec-07bdfad22697_propBinary.owl_functional.owl,75116166,192769,75308935,10216,6426,3539,253,0,1226,ALCRO,3790,4608,0,0,126,0,207,0,0,0,0,0,5,0,0,0,0,0,1303,33,0,0,0,177,93,0,0,0,1606,4608,212
approximated_1fa63c10-447a-4d20-83cd-c62366f3be92_mergedncbi.owl_functional.owl,2922823014,13033597,2935856611,433266,295928,137330,8,0,0,ALER,137338,295924,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295924,4
approximated_bd8a097c-d2b9-4a47-8cc3-a497061d79a5_Voltmeter.ttl_functional.owl,9762460,13672,9776132,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
9a55f313-0530-4623-98b9-31f8a04bf0bd_Politician.owl_functional.owl,17223688,18148,17241836,645,575,31,39,0,147,ALEH,70,34,0,0,0,0,30,0,0,0,30,30,0,0,0,0,0,0,0,451,0,0,0,0,0,0,0,0,451,94,30
approximated_1e8ec488-6385-4e59-987f-b3bc8c8b41f3_ro.owl.CURRENT_functional.owl,23978401,21085,23999486,1403,766,622,16,0,0,ALER,637,760,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,760,6
approximated_ec6f4491-4f4d-4648-9399-28f0417b06a5_304onto.rdf_functional.owl,15496576,16401,15512977,186,110,32,45,0,0,ALR,76,98,0,0,39,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,12
approximated_00480.owl_functional.owl,16621825,25078,16646903,1420,881,513,27,0,1,ALEH,539,870,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,870,10
approximated_0808a2d3-3879-46c1-bf0b-d5760f4172fe_ench_toast.rdf_functional.owl,11617889,11127,11629016,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_00669.owl_functional.owl,100045830,330654,100376484,15143,8410,6728,5,0,0,ALE,6733,8410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8410,0
approximated_amino-acid.amino-acid-ontology.2.owl.xml_functional.owl,10899307,13643,10912950,238,187,47,5,0,0,ALE,51,187,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0
approximated_018bd856-d44d-4f37-9efe-7a987a39072b_COSMOtop799.owl_functional.owl,184095162,678016,184773178,27173,20390,6179,606,0,5909,ALCRO,6783,11178,0,0,519,0,228,0,0,0,0,0,24,0,0,0,0,0,6382,2578,0,0,0,0,0,0,0,0,8960,11178,252
approximated_1d48533a-055e-45ef-ac75-7833beffe0d7_griculture.owl_functional.owl,47004028,80470,47084498,6096,3546,2379,173,0,153,ALCRO,2550,3069,0,0,113,0,129,0,0,0,0,0,7,0,0,0,0,0,158,179,0,0,0,4,0,0,0,0,341,3069,136
approximated_7fa473bb-2ce7-4f60-8fd5-4280f357a687_conut_milk.rdf_functional.owl,11477038,13573,11490611,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_458f1356-946e-4868-b364-c4d7aac89bf9_ston_valve.ttl_functional.owl,12918554,10494,12929048,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_661fb4b3-f118-4aad-98ab-a5552eb3c9ab_Liverwurst.rdf_functional.owl,9267026,10363,9277389,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_70b9f51e-ec42-4caa-b280-eee28e5abe2b_Abike.ttl_functional.owl,9539943,10671,9550614,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
