Ontology,OntologyLoadingTime_ns,MetricMeasuringTime_ns,TotalTime_ns,Axiom,LogicalAxiomCount,ClassCount,ObjectPropertyCount,DataPropertyCount,IndividualCount,DLExpressivity,DeclarationAxiomsCount,SubClassOf,EquivalentClasses,DisjointClasses,GCICount,HiddenGCICount,SubObjectPropertyOf,EquivalentObjectProperties,TransitiveObjectProperty,ReflexiveObjectProperty,ObjectPropertyDomain,ObjectPropertyRange,SubPropertyChainOf,SubDataPropertyOf,EquivalentDataProperties,FunctionalDataProperty,DataPropertyDomain,DataPropertyRange,ClassAssertion,ObjectPropertyAssertion,DataPropertyAssertion,NegativeObjectPropertyAssertion,NegativeDataPropertyAssertion,SameIndividual,DifferentIndividuals,AnnotationAssertion,AnnotationPropertyDomain,AnnotationPropertyRangeOf,ABoxAxiomCount,TBoxAxiomCount,RBoxAxiomCount
aao.amphibian-gross-anatomy-ontology.7.owl.xml_functional.owl,33507448,54504,33561952,4284,2673,1601,10,0,0,ALE,1611,2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2673,0
approximated_4b741a0c-5177-4f32-a4ec-4f37dcc59afa_ysfunction.owl_functional.owl,90352595,74423,90427018,6267,3455,2747,67,0,102,ALCRO,2812,3295,0,0,133,0,27,0,0,0,0,0,22,0,0,0,0,0,102,0,0,0,0,0,9,0,0,0,111,3295,49
4f1ce004-e740-46dc-a4f7-f570682f201d_flanzenatlas_B_functional.owl,10464215,12988,10477203,163,125,11,12,15,53,ALH(D),38,5,0,0,0,0,9,0,0,0,11,2,0,10,0,0,13,4,49,22,0,0,0,0,0,0,0,0,71,35,19
approximated_67e62d0d-d5f8-4277-b0c4-2bb54f46a7a2_russ.owl_functional.owl,52554037,90410,52644447,4529,4414,86,30,0,906,ALH,115,97,0,0,9,0,22,0,0,0,0,0,0,0,0,0,0,0,906,3389,0,0,0,0,0,0,0,0,4295,97,22
approximated_b2560287-8240-4efb-8b9d-e848a7c37a58_den_cheese.rdf_functional.owl,12557903,15700,12573603,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_00d50f66-9f4a-4f02-8b40-fba318612bdd_Sugar.ttl_functional.owl,11451550,14079,11465629,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_7130c809-0272-4b72-9c23-8c1f077a55b1_ass_shears.rdf_functional.owl,15032240,16474,15048714,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
5b732745-a536-42b8-8a4a-0521440c8abb_Fungus.owl_functional.owl,9642915,12774,9655689,361,205,69,87,0,2,ALH,156,0,0,0,0,0,68,0,0,0,68,68,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,136,68
approximated_d3b18e57-0e42-4f3e-be08-dbca4b1b9408_icontology.rdf_functional.owl,16681240,23714,16704954,1191,716,133,343,0,87,ALCRO,475,396,0,0,249,0,200,0,0,0,0,0,2,0,0,0,0,0,84,34,0,0,0,0,0,0,0,0,118,396,202
pedterm.pediatric-terminology.5.owl.xml_functional.owl,34778854,42633,34821487,3531,1760,1771,0,0,0,AL,1771,1760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1760,0
approximated_5032742c-1115-4a63-81bf-f196b20e5b10_Acetic_acid.ttl_functional.owl,12657790,11925,12669715,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
0c995738-f296-4ef0-99ec-a5b3d5ef3769_nnotations.owl_functional.owl,5977947773,10521428,5988469201,399651,369675,29971,5,0,176043,ALE,29976,193632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176043,0,0,0,0,0,0,0,0,0,176043,193632,0
approximated_0ceb5f5c-acda-48c8-9d94-e760bf367ab1_stateFluid.owl_functional.owl,78932633,200147,79132780,10249,6451,3543,257,0,1253,ALCRO,3798,4612,0,0,131,0,207,0,0,0,0,0,5,0,0,0,0,0,1330,20,0,0,0,178,99,0,0,0,1627,4612,212
931baaf9-2387-4586-8510-c5ade0ffbcae_Sport.owl_functional.owl,18501523,16180,18517703,543,313,105,125,0,2,ALH,230,0,0,0,0,0,104,0,0,0,104,104,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,208,104
a68a99d6-8690-4bb4-aa87-074f676f25b0_mousecobra.owl_functional.owl,69862325,257410,70119735,10889,7280,3609,0,0,3608,ALC,3609,3607,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3667,0,0,0,0,0,0,0,0,0,3667,3613,0
d4cd4e9d-9770-43ba-b57d-33b6c750adde_Canal.owl_functional.owl,10507635,13822,10521457,325,186,63,76,0,0,ALH,139,0,0,0,0,0,62,0,0,0,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,62
approximated_e92baf6f-f16f-4bf0-b115-b2da0f68bd16_dbpedia.owl_functional.owl,28141866,29989,28171855,2328,1148,254,927,0,0,AL,1180,1148,0,0,921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1148,0
approximated_1c39359e-15c6-4191-bd39-86cb4df45359_onto.rdf_functional.owl,13936849,14049,13950898,239,152,30,58,0,24,ALR,87,102,0,0,53,0,10,0,0,0,0,0,1,0,0,0,0,0,24,15,0,0,0,0,0,0,0,0,39,102,11
approximated_kb-owl-syntax-unraveled-depth-3-cardinalities-triggers-constant-classes-relation-axioms-value-nominals.ofn_functional.owl,191707231,695723,192402954,25706,18404,7011,292,0,634,ALER,7302,17668,0,0,219,0,5,0,0,0,0,0,17,0,0,0,0,0,714,0,0,0,0,0,0,0,0,0,714,17668,22
approximated_kb-owl-syntax-unraveled-depth-2-disjointness-triggers-constant-classes-relation-axioms-value-classes.ofn_functional.owl,287246371,1147531,288393902,35293,28027,6976,292,0,0,ALER,7266,28005,0,0,9509,0,5,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28005,22
approximated_8d6a881d-c4f6-4ba7-8282-4dd20b613726_rap_wrench.rdf_functional.owl,8865145,12913,8878058,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_kb-owl-syntax-coreference-IDs-constant-classes-value-nominals.ofn_functional.owl,350732407,1274582,352006989,58467,30986,27381,100,0,634,ALE,27481,30272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714,0,0,0,0,0,0,0,0,0,714,30272,0
approximated_28092fa1-5699-44a8-8111-dd038bd47a1c_JC3IEDM3.1a.owl_functional.owl,53509561,55760,53565321,5062,2482,1240,1341,0,1,AL,2580,2481,0,0,1341,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2481,0
approximated_19eb90ee-2225-4edd-9e9a-f7204ef9fd2f_oscillator.rdf_functional.owl,11107161,13242,11120403,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_525da0ba-ef48-43f8-92e5-3101c725175d_Sander.rdf_functional.owl,8039707,10927,8050634,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_4e14cc09-2e2e-449e-a4d2-be1581d8c055_enforMOHSE.owl_functional.owl,45633339,88429,45721768,6733,4117,2203,413,0,0,ALER,2616,3675,0,0,0,0,416,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3675,442
approximated_dbcf40c4-ab91-486f-b278-b144ae54305e_s_musculus.obo_functional.owl,2182036786,9416600,2191453386,303238,197291,105918,30,0,0,ALER,105947,197273,0,0,5,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197273,18
approximated_598b571a-7d43-47ed-8edf-9aaded28533e_rerelease.owl2_functional.owl,100584968,342203,100927171,14662,10434,4178,51,0,0,ALER,4228,10410,0,0,158,0,8,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10410,24
approximated_8b49013c-b918-46a6-9a51-6feb635e2bfb_Cheese.ttl_functional.owl,9384879,13862,9398741,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_090103e9-2dd6-4f72-83f0-6cbe09e7883c_Drill.ttl_functional.owl,14708140,10087,14718227,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_6c425919-b528-41fe-80af-666189ee85cd_Situation3.owl_functional.owl,17541946,12655,17554601,419,317,62,41,0,112,ALH,102,86,0,0,35,0,2,0,0,0,0,0,0,0,0,0,0,0,106,123,0,0,0,0,0,0,0,0,229,86,2
033a534e-490c-4caf-a5a2-1ba8f4b0ff19_onto.rdf_functional.owl,11533974,9275,11543249,139,123,10,0,6,56,AL(D),16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,68,0,0,0,0,0,0,0,123,0,0
approximated_3ebdc727-61ca-456c-a9eb-fbd5d0e8aeba_Fudge.ttl_functional.owl,9838955,12982,9851937,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_07868fd6-4238-411f-9322-626ee0fa001d_atomy_2010.owl_functional.owl,41739090,73150,41812240,6182,3444,2737,1,0,0,ALE,2738,3444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3444,0
c48faa62-466d-403c-8d40-0f08cb2fd390_NBO.obo_functional.owl,19610622,33358,19643980,2109,1209,891,9,0,0,ALE,900,1055,154,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1209,0
approximated_becb5159-6f9f-4e2f-a27d-293f10d04927_orous_acid.rdf_functional.owl,15966622,10629,15977251,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_160c18d5-ae40-40dc-a2e3-428a86981996_dtn.owl_functional.owl,14683191,13870,14697061,459,290,86,85,0,71,ALCRO,169,149,0,0,47,0,54,0,0,0,0,0,6,0,0,0,0,0,71,10,0,0,0,0,0,0,0,0,81,149,60
approximated_9d512323-4c7a-4782-81f8-a4ee08bdefd3_vegicusMOD.obo_functional.owl,1361732573,5926517,1367659090,195222,134247,60970,5,0,0,ALER,60975,134244,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134244,3
approximated_975572fa-7cf3-4436-a182-e47abef3e564_CategoryMedia_functional.owl,12714980,13133,12728113,196,156,11,30,0,78,ALH,40,29,0,0,24,0,19,0,0,0,0,0,0,0,0,0,0,0,71,37,0,0,0,0,0,0,0,0,108,29,19
approximated_kb-owl-syntax-unraveled-depth-4-km-relevant-cardinalities-disjointness-triggers-relation-axioms.ofn_functional.owl,238928876,885013,239813889,29890,23436,6166,290,0,0,ALER,6454,23414,0,0,8157,0,5,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23414,22
approximated_3e4d06b3-c40c-41ef-bc57-5251e9a364b0__ontology.owl2_functional.owl,44496829,68770,44565599,5553,3151,2392,10,0,0,ALER,2402,3146,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146,5
approximated_fc8562f8-3de6-43f7-91d2-c2b8670faffe_ebucore.rdf_functional.owl,12325432,16766,12342198,761,375,112,275,0,0,ALH,386,275,0,0,188,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,100
approximated_3377b615-2c2e-4427-8e02-b811584e1d24_leChemical.owl_functional.owl,76167142,193340,76360482,9690,6221,3000,471,0,1135,ALCRO,3469,3898,0,0,132,0,399,0,0,0,0,0,8,0,0,0,0,0,1191,443,0,0,0,206,76,0,0,0,1916,3898,407
approximated_351dd588-5be4-4a20-bd9e-c0297629f75c_sapiensMOD.obo_functional.owl,2885794935,11260724,2897055659,361362,248455,112813,95,0,0,ALER,112907,248370,0,0,5,0,64,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248370,85
47ebd7d9-36a5-4abb-a277-81de03b22713_unit.owl_functional.owl,18122680,14274,18136954,511,258,253,0,0,0,AL,253,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0
approximated_46110e68-a9d2-449b-bbc9-19b37a7c5c26_f.owl.PREVIOUS_functional.owl,30041076,27118,30068194,1563,916,582,66,0,29,ALCRO,647,831,0,0,32,0,37,0,0,0,0,0,15,0,0,0,0,0,22,9,0,0,0,0,2,0,0,0,33,831,52
approximated_00331.owl_functional.owl,13651504,22756,13674260,264,122,60,83,0,0,AL,142,122,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0
approximated_5cee979b-95cd-4b59-9222-88232ed3f961_onto.rdf_functional.owl,14231211,12399,14243610,199,113,30,57,0,0,ALR,86,102,0,0,53,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,11
8db3dc7c-9e9a-48db-aefc-fcd14cfeed34_Hotel.owl_functional.owl,15272323,36228,15308551,635,368,122,145,0,9,ALH,267,0,0,0,0,0,121,0,0,0,121,121,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,242,121
approximated_e847fa83-ad07-416a-9c5b-6ec9f22f46e5_turismo.owl_functional.owl,21689770,34192,21723962,365,287,45,34,0,102,ALCHO,78,79,0,0,31,0,1,0,0,0,0,0,0,0,0,0,0,0,102,97,0,0,0,0,8,0,0,0,207,79,1
approximated_c5eea5f0-d87b-40e7-a91d-4bc4cd308a98_Group.owl_functional.owl,13925314,11592,13936906,452,255,91,107,0,37,ALCRO,197,200,0,0,107,0,15,0,0,0,0,0,3,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,37,200,18
approximated_4be80245-9e1f-42bb-9869-9fd8c1b7e94b_Formwork.rdf_functional.owl,11219553,10390,11229943,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
db146a1c-4034-4295-8284-af410f928de1_nnotations.owl_functional.owl,2161592721,5934222,2167526943,146260,127498,18758,4,0,63749,ALE,18762,63749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63749,0,0,0,0,0,0,0,0,0,63749,63749,0
approximated_00284.owl_functional.owl,18056026,23946,18079972,1165,784,118,264,0,27,ALCRO,381,446,0,0,250,0,268,0,0,0,0,0,13,0,0,0,0,0,30,27,0,0,0,0,0,0,0,0,57,446,281
59cbe70f-46b1-4bda-bca4-8a19f1c36f45_esistance.owl2_functional.owl,57718034,109192,57827226,8738,4413,4317,8,0,0,ALE+,4325,4409,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4409,4
approximated_144eca71-ba18-4f47-b9d3-340216880bbb_Korycinski.ttl_functional.owl,12357902,13423,12371325,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_97d63b68-9f9d-4276-8621-efd77e6263bc_CategoryHelp_functional.owl,14629635,9714,14639349,142,102,11,30,0,42,ALH,40,29,0,0,24,0,19,0,0,0,0,0,0,0,0,0,0,0,35,19,0,0,0,0,0,0,0,0,54,29,19
approximated_a7e7a1e3-69a8-4d49-9780-169903829160_GRO_v1.0.owl_functional.owl,12559153,11630,12570783,480,250,118,113,0,0,ALEH,230,249,0,0,114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,1
approximated_kb-owl-syntax-unraveled-depth-4-km-relevant-cardinalities-triggers-relation-axioms.ofn_functional.owl,159841310,575591,160416901,21949,15495,6165,290,0,0,ALER,6454,15473,0,0,219,0,5,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15473,22
02bf5bf4-13c5-417b-88cc-f8f4a06f59c1_zz.owl_functional.owl,13746519,17455,13763974,313,189,116,9,0,0,ALER+,124,129,52,0,0,0,1,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,8
approximated_4ad95469-0327-4071-bacc-875800647cd8_e_Veronese.ttl_functional.owl,14397022,10687,14407709,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
17acbc08-2eca-4d98-ab3b-c530a17fd769_pomerged.owl_functional.owl,38084718,54382,38139100,3957,2497,1453,7,0,0,SR,1460,2392,64,37,0,64,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493,4
approximated_704ec241-bc3f-4020-a587-b87b46fcde06_MWBP.owl_functional.owl,16053301,12909,16066210,233,220,12,2,0,213,AL,13,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,213,7,0
approximated_35ebf81e-40bd-439b-a8b8-ca6238f16157_oso_cheese.rdf_functional.owl,11758274,10531,11768805,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
7675644b-edc3-4a79-87fd-f0fa17385d8c_xmfprotein.obo_functional.owl,12238779,13004,12251783,916,317,598,1,0,0,ALE,599,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,0
approximated_kb-owl-syntax-coreference-IDs-cardinalities-disjointness-triggers-constant-classes-relation-axioms-value-classes.ofn_functional.owl,441101554,1704037,442805591,70659,41626,28756,279,0,0,ALER,29033,41604,0,0,9509,0,5,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41604,22
f9d76293-60b9-4cac-8e73-dd977b5314c6_FPROBridge.owl_functional.owl,9687744,12439,9700183,333,112,221,0,0,0,AL,221,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0
0a435c56-b3a2-4a6d-85ed-aec812144793_nt_anatomy.obo_functional.owl,10688575,10146,10698721,377,136,232,9,0,0,ALE,241,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0
approximated_0ebb2014-7b9d-4107-8fc3-ea7e2ba9081e_complex1.0.owl_functional.owl,13480011,10562,13490573,236,116,104,17,0,0,ALER,120,106,0,0,5,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,10
approximated_d43ba1f0-44f5-4ee1-aaa1-6480e6ce6a8f_chemtop.owl_functional.owl,11203963,9634,11213597,267,165,94,8,0,0,ALER,102,155,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,10
approximated_00395.owl_functional.owl,685984956,3412328,689397284,112603,78173,34234,198,0,19,ALER,34430,78000,0,0,336,0,81,0,0,0,0,0,73,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,19,78000,154
approximated_4f380b6e-2f78-4edd-a873-5e07adebabfb_Manna.rdf_functional.owl,11340293,13910,11354203,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_beacef2e-d2e7-4597-9ff6-4cebe9b5f839_cexamplegraph4_functional.owl,12473092,15985,12489077,783,489,225,70,0,66,ALCRO,294,243,0,0,7,0,64,0,0,0,0,0,15,0,0,0,0,0,60,102,0,0,0,0,5,0,0,0,167,243,79
approximated_cb286f12-e925-4957-8769-b418168c5765_umn20names.owl_functional.owl,33669885,61210,33731095,3412,2830,457,126,0,1487,ALCHO,582,537,0,0,105,0,27,0,0,0,0,0,0,0,0,0,0,0,1483,781,0,0,0,1,1,0,0,0,2266,537,27
ef6d18b2-4e31-4c28-b16d-7624b51bd4d0_spdmerged.owl_functional.owl,20162601,24160,20186761,1333,778,554,1,0,0,ALE+,555,777,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777,1
approximated_54eb2062-5d19-45ab-af4b-34ade395d2e9_dicom.owl_functional.owl,147423620,419066,147842686,20737,12122,1583,7033,0,0,ALH,8615,5088,0,0,3546,0,7034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5088,7034
approximated_6255a645-b305-41c3-8149-15de9bb4b70f_Microphone.ttl_functional.owl,15114070,19994,15134064,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_3069d1e1-237f-45d9-8cbf-f695798c99aa_Milk_Duds.ttl_functional.owl,13766800,10159,13776959,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_e4d84c98-50b3-4b0f-8553-59bece466196_onto.owl_functional.owl,16183904,10741,16194645,355,182,147,27,0,0,ALER,173,171,0,0,20,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,11
approximated_19f93cdb-1c97-4a5b-9ca2-ac3f608be2fc_atmo.owl_functional.owl,39250534,65551,39316085,5187,3069,1948,172,0,152,ALCRO,2118,2594,0,0,110,0,128,0,0,0,0,0,7,0,0,0,0,0,157,181,0,0,0,2,0,0,0,0,340,2594,135
approximated_5e5bf66a-d152-4d47-9ff6-a868e45a4763_provo.owl_functional.owl,8050924,13644,8064568,197,121,29,48,0,3,ALR,76,73,0,0,45,0,33,0,0,0,0,0,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,73,46
approximated_e69e97d6-3d51-4c90-88be-550c74532a1c_emCompound.owl_functional.owl,18253790,24088,18277878,1696,1033,600,64,0,103,ALCRO,663,752,0,0,27,0,35,0,0,0,0,0,7,0,0,0,0,0,103,134,0,0,0,2,0,0,0,0,239,752,42
ad488721-c256-4349-870f-df3a06a04ffb_onto.rdf_functional.owl,11672465,10449,11682914,178,144,28,0,6,56,AL(D),34,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,67,0,0,0,0,0,0,0,122,22,0
approximated_d672098e-2d7a-4637-a4d3-fa11c16d36ff_rm_current.owl_functional.owl,20483414,17541,20500955,932,583,83,267,0,0,ALER,349,416,0,0,259,0,142,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,167
approximated_940c1fc4-4406-4e42-bcb6-a0d778976b3f_FGED_subset.owl_functional.owl,45858214,84410,45942624,5528,3194,2294,41,0,14,ALCRO,2334,3149,0,0,84,0,19,0,0,0,0,0,7,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,19,3149,26
approximated_36c6ee3a-5e05-4b19-94ce-f9375137cdd8_ta_dUrbino.rdf_functional.owl,10829743,13508,10843251,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_29fb0b9b-d407-4e91-9f60-088507d77375_Surform.rdf_functional.owl,10556178,14843,10571021,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_ac5d9c64-c90b-4d67-a6d2-31fff16e5b13_Ornithopter.rdf_functional.owl,15235485,14283,15249768,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_1e844665-955c-4337-ba96-240878e526b5_Rotational.owl_functional.owl,27158077,32194,27190271,2221,1337,790,95,0,124,ALCRO,884,985,0,0,32,0,64,0,0,0,0,0,7,0,0,0,0,0,124,155,0,0,0,2,0,0,0,0,281,985,71
b7be2123-897c-4477-b923-cd8b4c329018_dposimple.obo_functional.owl,19263750,29683,19293433,1506,973,504,29,0,0,SH,533,948,0,2,0,0,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,23
approximated_681967da-c3aa-43f6-b59f-417fa85112cb_Gamalost.ttl_functional.owl,15330626,16247,15346873,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_0d798700-ebba-4c5e-9ed8-477e85c1a7ba_ategorical.owl_functional.owl,10405481,21537,10427018,1019,650,322,48,0,103,ALCRO,369,383,0,0,24,0,21,0,0,0,0,0,7,0,0,0,0,0,103,134,0,0,0,2,0,0,0,0,239,383,28
approximated_00285.owl_functional.owl,1540130015,3885227,1544015242,159549,117752,41648,150,0,85,ALCO,41797,117751,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,117751,0
approximated_91b3741d-4a4a-4f61-b5d7-7b9224090412_DP1.23.owl_functional.owl,13825019,21919,13846938,811,758,51,2,0,639,ALH,53,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,754,0,0,0,0,0,0,0,0,0,754,3,1
approximated_7baeb4a0-8f56-4a40-9a34-c9fb6dd3c9bf_Politician.ttl_functional.owl,7451245,10192,7461437,266,170,38,59,0,50,ALR,96,69,0,0,38,0,30,0,0,0,0,0,7,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,64,69,37
approximated_kb-owl-syntax-unraveled-depth-4-km-relevant-cardinalities-triggers-constant-classes-value-nominals.ofn_functional.owl,164888104,764784,165652888,22648,16107,6386,155,0,634,ALE,6541,15393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714,0,0,0,0,0,0,0,0,0,714,15393,0
1144a147-9b29-4096-85ec-ec9c8cfaa7c2_icalisexpr.obo_functional.owl,142884211,377081,143261292,15875,11132,4742,1,0,0,ALE,4743,11132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11132,0
approximated_be93d1e8-ada6-4a9c-a173-38e8892f991b_ntry_in_Europe_functional.owl,8080361,12991,8093352,146,104,14,29,0,46,ALH,42,32,0,0,24,0,19,0,0,0,0,0,0,0,0,0,0,0,33,20,0,0,0,0,0,0,0,0,53,32,19
approximated_c045c692-cd15-44b2-a9ba-2c6f7a7bd1bd_bspoedit.obo_functional.owl,14314214,13331,14327545,593,388,145,60,0,0,ALER,205,345,0,0,0,0,29,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,43
